millis,stamp,datetime,doorposition,temp,vcc
100999, 1445635051, "2015/10/23 21:17:31", 73.96, 70.93, 0
101999, 1445635052, "2015/10/23 21:17:32", 73.96, 70.81, 0
103000, 1445635053, "2015/10/23 21:17:33", 73.96, 70.81, 0
103999, 1445635054, "2015/10/23 21:17:34", 73.96, 70.81, 0
104998, 1445635055, "2015/10/23 21:17:35", 74.19, 70.81, 0
105999, 1445635056, "2015/10/23 21:17:36", 74.30, 70.81, 0
106999, 1445635057, "2015/10/23 21:17:37", 74.30, 70.70, 0
107999, 1445635058, "2015/10/23 21:17:38", 74.41, 70.70, 0
108999, 1445635059, "2015/10/23 21:17:39", 74.30, 70.70, 0
109999, 1445635060, "2015/10/23 21:17:40", 74.30, 70.70, 0
110999, 1445635061, "2015/10/23 21:17:41", 74.30, 70.70, 0
111998, 1445635062, "2015/10/23 21:17:42", 74.30, 70.70, 0
113000, 1445635063, "2015/10/23 21:17:43", 74.19, 70.59, 0
113999, 1445635064, "2015/10/23 21:17:44", 74.19, 70.70, 0
114999, 1445635065, "2015/10/23 21:17:45", 74.07, 70.59, 0
115999, 1445635066, "2015/10/23 21:17:46", 74.07, 70.59, 0
116999, 1445635067, "2015/10/23 21:17:47", 74.07, 70.59, 0
117999, 1445635068, "2015/10/23 21:17:48", 74.07, 70.59, 0
118999, 1445635069, "2015/10/23 21:17:49", 73.96, 70.47, 0
119999, 1445635070, "2015/10/23 21:17:50", 73.96, 70.47, 0
120999, 1445635071, "2015/10/23 21:17:51", 73.96, 70.47, 0
121999, 1445635072, "2015/10/23 21:17:52", 74.07, 70.47, 0
122999, 1445635073, "2015/10/23 21:17:53", 74.19, 70.47, 0
123999, 1445635074, "2015/10/23 21:17:54", 74.30, 70.47, 0
124999, 1445635075, "2015/10/23 21:17:55", 74.30, 70.47, 0
126000, 1445635076, "2015/10/23 21:17:56", 74.30, 70.47, 0
126999, 1445635077, "2015/10/23 21:17:57", 74.30, 70.47, 0
127998, 1445635078, "2015/10/23 21:17:58", 74.19, 70.36, 0
128999, 1445635079, "2015/10/23 21:17:59", 74.19, 70.36, 0
129999, 1445635080, "2015/10/23 21:18:0", 74.30, 70.36, 0
130999, 1445635081, "2015/10/23 21:18:1", 74.30, 70.36, 0
131999, 1445635082, "2015/10/23 21:18:2", 74.52, 70.36, 0
132999, 1445635083, "2015/10/23 21:18:3", 74.41, 70.36, 0
133999, 1445635084, "2015/10/23 21:18:4", 74.41, 70.36, 0
134999, 1445635085, "2015/10/23 21:18:5", 74.41, 70.25, 0
136000, 1445635086, "2015/10/23 21:18:6", 74.41, 70.36, 0
136999, 1445635087, "2015/10/23 21:18:7", 74.30, 70.25, 0
137999, 1445635088, "2015/10/23 21:18:8", 74.30, 70.25, 0
138999, 1445635089, "2015/10/23 21:18:9", 74.30, 70.25, 0
139999, 1445635090, "2015/10/23 21:18:10", 74.41, 70.25, 0
140999, 1445635091, "2015/10/23 21:18:11", 74.30, 70.14, 0
141999, 1445635092, "2015/10/23 21:18:12", 74.19, 70.14, 0
142999, 1445635093, "2015/10/23 21:18:13", 74.07, 70.14, 0
143998, 1445635094, "2015/10/23 21:18:14", 74.19, 70.14, 0
144999, 1445635095, "2015/10/23 21:18:15", 74.19, 70.14, 0
146000, 1445635096, "2015/10/23 21:18:16", 74.07, 70.14, 0
146999, 1445635097, "2015/10/23 21:18:17", 74.07, 70.14, 0
147999, 1445635098, "2015/10/23 21:18:18", 74.07, 70.14, 0
148999, 1445635099, "2015/10/23 21:18:19", 73.96, 70.14, 0
149999, 1445635100, "2015/10/23 21:18:20", 73.96, 70.25, 0
150999, 1445635101, "2015/10/23 21:18:21", 73.85, 70.25, 0
151999, 1445635102, "2015/10/23 21:18:22", 73.85, 70.25, 0
152999, 1445635103, "2015/10/23 21:18:23", 73.74, 70.25, 0
154000, 1445635104, "2015/10/23 21:18:24", 73.74, 70.25, 0
154999, 1445635105, "2015/10/23 21:18:25", 73.74, 70.25, 0
155999, 1445635106, "2015/10/23 21:18:26", 73.74, 70.36, 0
157000, 1445635107, "2015/10/23 21:18:27", 73.74, 70.36, 0
158000, 1445635108, "2015/10/23 21:18:28", 73.62, 70.36, 0
158999, 1445635109, "2015/10/23 21:18:29", 73.62, 70.36, 0
159998, 1445635110, "2015/10/23 21:18:30", 73.62, 70.25, 0
160999, 1445635111, "2015/10/23 21:18:31", 73.85, 70.36, 0
162000, 1445635112, "2015/10/23 21:18:32", 73.96, 70.25, 0
162999, 1445635113, "2015/10/23 21:18:33", 73.96, 70.25, 0
163999, 1445635114, "2015/10/23 21:18:34", 73.96, 70.25, 0
164999, 1445635115, "2015/10/23 21:18:35", 73.85, 70.25, 0
165999, 1445635116, "2015/10/23 21:18:36", 73.85, 70.25, 0
166999, 1445635117, "2015/10/23 21:18:37", 73.74, 70.25, 0
167999, 1445635118, "2015/10/23 21:18:38", 73.62, 70.25, 0
168999, 1445635119, "2015/10/23 21:18:39", 73.62, 70.25, 0
169999, 1445635120, "2015/10/23 21:18:40", 73.51, 70.25, 0
170999, 1445635121, "2015/10/23 21:18:41", 73.51, 70.25, 0
171999, 1445635122, "2015/10/23 21:18:42", 73.40, 70.25, 0
172999, 1445635123, "2015/10/23 21:18:43", 73.40, 70.25, 0
173999, 1445635124, "2015/10/23 21:18:44", 73.40, 70.25, 0
174999, 1445635125, "2015/10/23 21:18:45", 73.29, 70.25, 0
176000, 1445635126, "2015/10/23 21:18:46", 73.29, 70.25, 0
176999, 1445635127, "2015/10/23 21:18:47", 73.18, 70.25, 0
177999, 1445635128, "2015/10/23 21:18:48", 73.18, 70.36, 0
178999, 1445635129, "2015/10/23 21:18:49", 73.18, 70.36, 0
179999, 1445635130, "2015/10/23 21:18:50", 73.18, 70.36, 0
180999, 1445635131, "2015/10/23 21:18:51", 73.06, 70.36, 0
181999, 1445635132, "2015/10/23 21:18:52", 73.06, 70.36, 0
183000, 1445635133, "2015/10/23 21:18:53", 73.06, 70.36, 0
183999, 1445635134, "2015/10/23 21:18:54", 72.95, 70.36, 0
184999, 1445635135, "2015/10/23 21:18:55", 72.95, 70.36, 0
185999, 1445635136, "2015/10/23 21:18:56", 72.95, 70.47, 0
186999, 1445635137, "2015/10/23 21:18:57", 72.84, 70.47, 0
187999, 1445635138, "2015/10/23 21:18:58", 72.84, 70.47, 0
188999, 1445635139, "2015/10/23 21:18:59", 72.84, 70.36, 0
189999, 1445635140, "2015/10/23 21:19:0", 72.72, 70.47, 0
190999, 1445635141, "2015/10/23 21:19:1", 72.72, 70.47, 0
192000, 1445635142, "2015/10/23 21:19:2", 72.72, 70.47, 0
192999, 1445635143, "2015/10/23 21:19:3", 72.72, 70.47, 0
193999, 1445635144, "2015/10/23 21:19:4", 72.61, 70.47, 0
194999, 1445635145, "2015/10/23 21:19:5", 72.61, 70.47, 0
195999, 1445635146, "2015/10/23 21:19:6", 72.61, 70.47, 0
196999, 1445635147, "2015/10/23 21:19:7", 72.61, 70.47, 0
197999, 1445635148, "2015/10/23 21:19:8", 72.50, 70.47, 0
198999, 1445635149, "2015/10/23 21:19:9", 72.50, 70.59, 0
199999, 1445635150, "2015/10/23 21:19:10", 72.50, 70.59, 0
200999, 1445635151, "2015/10/23 21:19:11", 72.39, 70.59, 0
201999, 1445635152, "2015/10/23 21:19:12", 72.50, 70.47, 0
202999, 1445635153, "2015/10/23 21:19:13", 72.39, 70.59, 0
203999, 1445635154, "2015/10/23 21:19:14", 72.39, 70.59, 0
204999, 1445635155, "2015/10/23 21:19:15", 72.39, 70.59, 0
205999, 1445635156, "2015/10/23 21:19:16", 72.39, 70.59, 0
206999, 1445635157, "2015/10/23 21:19:17", 72.39, 70.59, 0
207998, 1445635158, "2015/10/23 21:19:18", 72.39, 70.59, 0
208999, 1445635159, "2015/10/23 21:19:19", 72.39, 70.59, 0
209999, 1445635160, "2015/10/23 21:19:20", 72.27, 70.59, 0
211000, 1445635161, "2015/10/23 21:19:21", 72.27, 70.59, 0
211999, 1445635162, "2015/10/23 21:19:22", 72.27, 70.70, 0
212999, 1445635163, "2015/10/23 21:19:23", 72.27, 70.93, 0
213998, 1445635164, "2015/10/23 21:19:24", 72.27, 71.04, 0
214999, 1445635165, "2015/10/23 21:19:25", 72.27, 71.15, 0
216000, 1445635166, "2015/10/23 21:19:26", 72.16, 71.15, 0
216998, 1445635167, "2015/10/23 21:19:27", 72.16, 71.15, 0
217999, 1445635168, "2015/10/23 21:19:28", 72.16, 71.15, 0
218999, 1445635169, "2015/10/23 21:19:29", 72.16, 71.15, 0
219999, 1445635170, "2015/10/23 21:19:30", 72.16, 71.15, 0
220999, 1445635171, "2015/10/23 21:19:31", 72.16, 71.15, 0
222000, 1445635172, "2015/10/23 21:19:32", 72.16, 71.15, 0
222999, 1445635173, "2015/10/23 21:19:33", 72.16, 71.15, 0
223998, 1445635174, "2015/10/23 21:19:34", 72.05, 71.15, 0
225000, 1445635175, "2015/10/23 21:19:35", 72.16, 71.15, 0
225999, 1445635176, "2015/10/23 21:19:36", 72.05, 71.15, 0
226999, 1445635177, "2015/10/23 21:19:37", 72.05, 71.15, 0
227999, 1445635178, "2015/10/23 21:19:38", 72.05, 71.04, 0
228999, 1445635179, "2015/10/23 21:19:39", 72.05, 71.15, 0
229999, 1445635180, "2015/10/23 21:19:40", 72.05, 71.15, 0
230999, 1445635181, "2015/10/23 21:19:41", 72.05, 71.15, 0
231999, 1445635182, "2015/10/23 21:19:42", 72.05, 71.15, 0
232999, 1445635183, "2015/10/23 21:19:43", 71.94, 71.15, 0
233999, 1445635184, "2015/10/23 21:19:44", 71.94, 71.15, 0
234999, 1445635185, "2015/10/23 21:19:45", 71.94, 71.04, 0
235999, 1445635186, "2015/10/23 21:19:46", 72.05, 71.04, 0
236999, 1445635187, "2015/10/23 21:19:47", 71.94, 71.04, 0
238000, 1445635188, "2015/10/23 21:19:48", 71.94, 71.04, 0
238999, 1445635189, "2015/10/23 21:19:49", 71.94, 71.04, 0
239998, 1445635190, "2015/10/23 21:19:50", 71.94, 71.04, 0
240999, 1445635191, "2015/10/23 21:19:51", 71.82, 71.04, 0
241999, 1445635192, "2015/10/23 21:19:52", 71.94, 71.04, 0
242999, 1445635193, "2015/10/23 21:19:53", 71.94, 71.04, 0
243999, 1445635194, "2015/10/23 21:19:54", 71.82, 71.04, 0
244999, 1445635195, "2015/10/23 21:19:55", 71.82, 71.04, 0
245999, 1445635196, "2015/10/23 21:19:56", 71.82, 71.04, 0
246999, 1445635197, "2015/10/23 21:19:57", 71.82, 70.93, 0
248000, 1445635198, "2015/10/23 21:19:58", 71.82, 71.04, 0
248999, 1445635199, "2015/10/23 21:19:59", 71.82, 70.93, 0
249999, 1445635200, "2015/10/23 21:20:0", 71.82, 71.04, 0
250999, 1445635201, "2015/10/23 21:20:1", 71.82, 70.93, 0
251999, 1445635202, "2015/10/23 21:20:2", 71.71, 70.93, 0
252999, 1445635203, "2015/10/23 21:20:3", 71.82, 70.93, 0
254000, 1445635204, "2015/10/23 21:20:4", 71.71, 70.93, 0
254999, 1445635205, "2015/10/23 21:20:5", 71.71, 70.93, 0
256000, 1445635206, "2015/10/23 21:20:6", 71.71, 70.93, 0
256999, 1445635207, "2015/10/23 21:20:7", 71.71, 70.93, 0
257999, 1445635208, "2015/10/23 21:20:8", 71.71, 70.93, 0
258999, 1445635209, "2015/10/23 21:20:9", 71.71, 70.93, 0
259999, 1445635210, "2015/10/23 21:20:10", 71.71, 70.93, 0
260999, 1445635211, "2015/10/23 21:20:11", 71.71, 70.93, 0
261999, 1445635212, "2015/10/23 21:20:12", 71.71, 70.93, 0
263000, 1445635213, "2015/10/23 21:20:13", 71.71, 70.93, 0
263999, 1445635214, "2015/10/23 21:20:14", 71.71, 70.93, 0
264999, 1445635215, "2015/10/23 21:20:15", 71.60, 70.93, 0
266000, 1445635216, "2015/10/23 21:20:16", 71.71, 71.26, 0
266999, 1445635217, "2015/10/23 21:20:17", 71.60, 71.49, 0
267999, 1445635218, "2015/10/23 21:20:18", 71.60, 71.71, 0
268999, 1445635219, "2015/10/23 21:20:19", 71.60, 71.94, 0
269999, 1445635220, "2015/10/23 21:20:20", 71.60, 72.16, 0
270999, 1445635221, "2015/10/23 21:20:21", 71.60, 72.50, 0
271998, 1445635222, "2015/10/23 21:20:22", 71.60, 72.84, 0
272999, 1445635223, "2015/10/23 21:20:23", 71.60, 72.95, 0
273999, 1445635224, "2015/10/23 21:20:24", 71.60, 73.06, 1
274999, 1445635225, "2015/10/23 21:20:25", 71.60, 73.18, 1
275998, 1445635226, "2015/10/23 21:20:26", 71.60, 73.18, 0
276999, 1445635227, "2015/10/23 21:20:27", 71.60, 73.29, 0
277999, 1445635228, "2015/10/23 21:20:28", 71.49, 73.29, 0
278999, 1445635229, "2015/10/23 21:20:29", 71.49, 73.29, 0
279999, 1445635230, "2015/10/23 21:20:30", 71.49, 73.29, 1
280999, 1445635231, "2015/10/23 21:20:31", 71.49, 73.29, 1
281999, 1445635232, "2015/10/23 21:20:32", 71.49, 73.29, 0
282999, 1445635233, "2015/10/23 21:20:33", 71.49, 73.29, 1
283999, 1445635234, "2015/10/23 21:20:34", 71.49, 73.29, 1
284999, 1445635235, "2015/10/23 21:20:35", 71.49, 73.40, 1
286000, 1445635236, "2015/10/23 21:20:36", 71.49, 73.40, 1
286999, 1445635237, "2015/10/23 21:20:37", 71.37, 73.40, 0
287998, 1445635238, "2015/10/23 21:20:38", 71.49, 73.40, 0
289000, 1445635239, "2015/10/23 21:20:39", 71.37, 73.29, 0
289999, 1445635240, "2015/10/23 21:20:40", 71.37, 73.40, 0
290999, 1445635241, "2015/10/23 21:20:41", 71.37, 73.40, 0
291998, 1445635242, "2015/10/23 21:20:42", 71.37, 73.40, 0
292999, 1445635243, "2015/10/23 21:20:43", 71.37, 73.40, 0
293999, 1445635244, "2015/10/23 21:20:44", 71.37, 73.40, 0
294999, 1445635245, "2015/10/23 21:20:45", 71.37, 73.40, 0
295999, 1445635246, "2015/10/23 21:20:46", 71.37, 73.40, 0
296999, 1445635247, "2015/10/23 21:20:47", 71.37, 73.40, 0
297999, 1445635248, "2015/10/23 21:20:48", 71.37, 73.40, 0
298999, 1445635249, "2015/10/23 21:20:49", 71.37, 73.40, 0
299999, 1445635250, "2015/10/23 21:20:50", 71.37, 73.40, 0
300999, 1445635251, "2015/10/23 21:20:51", 71.37, 73.40, 0
301999, 1445635252, "2015/10/23 21:20:52", 71.26, 73.40, 0
302999, 1445635253, "2015/10/23 21:20:53", 71.37, 73.40, 0
304000, 1445635254, "2015/10/23 21:20:54", 71.26, 73.40, 0
304999, 1445635255, "2015/10/23 21:20:55", 71.26, 73.29, 0
305999, 1445635256, "2015/10/23 21:20:56", 71.26, 73.29, 0
306999, 1445635257, "2015/10/23 21:20:57", 71.26, 73.29, 0
307999, 1445635258, "2015/10/23 21:20:58", 71.26, 73.40, 0
308999, 1445635259, "2015/10/23 21:20:59", 71.26, 73.29, 0
310000, 1445635260, "2015/10/23 21:21:0", 71.26, 73.29, 0
310999, 1445635261, "2015/10/23 21:21:1", 71.26, 73.29, 0
311999, 1445635262, "2015/10/23 21:21:2", 71.26, 73.29, 0
312999, 1445635263, "2015/10/23 21:21:3", 71.26, 73.29, 0
313999, 1445635264, "2015/10/23 21:21:4", 71.26, 73.29, 0
314999, 1445635265, "2015/10/23 21:21:5", 71.26, 73.29, 0
315999, 1445635266, "2015/10/23 21:21:6", 71.26, 73.29, 0
316999, 1445635267, "2015/10/23 21:21:7", 71.26, 73.29, 0
317999, 1445635268, "2015/10/23 21:21:8", 71.26, 73.29, 0
318999, 1445635269, "2015/10/23 21:21:9", 71.26, 73.18, 0
320000, 1445635270, "2015/10/23 21:21:10", 71.26, 73.18, 0
320999, 1445635271, "2015/10/23 21:21:11", 71.26, 73.18, 0
321999, 1445635272, "2015/10/23 21:21:12", 71.26, 73.18, 0
322999, 1445635273, "2015/10/23 21:21:13", 71.26, 73.29, 0
323999, 1445635274, "2015/10/23 21:21:14", 71.26, 73.18, 0
324999, 1445635275, "2015/10/23 21:21:15", 71.26, 73.18, 0
325999, 1445635276, "2015/10/23 21:21:16", 71.26, 73.18, 0
326999, 1445635277, "2015/10/23 21:21:17", 71.26, 73.18, 0
328000, 1445635278, "2015/10/23 21:21:18", 71.26, 73.18, 0
328999, 1445635279, "2015/10/23 21:21:19", 71.26, 73.18, 0
329999, 1445635280, "2015/10/23 21:21:20", 71.26, 73.18, 0
330999, 1445635281, "2015/10/23 21:21:21", 71.26, 73.18, 0
331999, 1445635282, "2015/10/23 21:21:22", 71.26, 73.18, 0
332999, 1445635283, "2015/10/23 21:21:23", 71.26, 73.18, 0
334000, 1445635284, "2015/10/23 21:21:24", 71.26, 73.18, 0
334999, 1445635285, "2015/10/23 21:21:25", 71.26, 73.18, 0
335998, 1445635286, "2015/10/23 21:21:26", 71.26, 73.18, 0
336999, 1445635287, "2015/10/23 21:21:27", 71.26, 73.18, 0
337999, 1445635288, "2015/10/23 21:21:28", 71.26, 73.18, 0
338999, 1445635289, "2015/10/23 21:21:29", 71.26, 73.06, 0
339999, 1445635290, "2015/10/23 21:21:30", 71.15, 73.18, 0
340999, 1445635291, "2015/10/23 21:21:31", 71.26, 73.06, 0
341999, 1445635292, "2015/10/23 21:21:32", 71.26, 73.06, 0
342999, 1445635293, "2015/10/23 21:21:33", 71.26, 73.06, 0
343999, 1445635294, "2015/10/23 21:21:34", 71.26, 73.06, 0
344999, 1445635295, "2015/10/23 21:21:35", 71.26, 73.06, 0
345999, 1445635296, "2015/10/23 21:21:36", 71.15, 73.06, 0
346999, 1445635297, "2015/10/23 21:21:37", 71.26, 73.06, 0
348000, 1445635298, "2015/10/23 21:21:38", 71.26, 73.06, 0
348999, 1445635299, "2015/10/23 21:21:39", 71.26, 73.06, 0
350000, 1445635300, "2015/10/23 21:21:40", 71.26, 73.06, 0
350999, 1445635301, "2015/10/23 21:21:41", 71.15, 73.06, 0
351998, 1445635302, "2015/10/23 21:21:42", 71.26, 73.06, 0
353000, 1445635303, "2015/10/23 21:21:43", 71.26, 73.06, 0
353999, 1445635304, "2015/10/23 21:21:44", 71.15, 73.06, 0
354999, 1445635305, "2015/10/23 21:21:45", 71.26, 73.06, 0
355999, 1445635306, "2015/10/23 21:21:46", 71.15, 72.95, 0
356999, 1445635307, "2015/10/23 21:21:47", 71.26, 72.95, 0
357999, 1445635308, "2015/10/23 21:21:48", 71.26, 73.06, 0
358999, 1445635309, "2015/10/23 21:21:49", 71.15, 72.95, 0
359999, 1445635310, "2015/10/23 21:21:50", 71.26, 72.95, 0
360999, 1445635311, "2015/10/23 21:21:51", 71.26, 72.95, 0
361999, 1445635312, "2015/10/23 21:21:52", 71.15, 72.95, 0
362999, 1445635313, "2015/10/23 21:21:53", 71.15, 72.95, 0
363999, 1445635314, "2015/10/23 21:21:54", 71.15, 72.95, 0
364999, 1445635315, "2015/10/23 21:21:55", 71.15, 72.95, 1
366000, 1445635316, "2015/10/23 21:21:56", 71.15, 72.95, 1
366999, 1445635317, "2015/10/23 21:21:57", 71.26, 72.95, 1
367998, 1445635318, "2015/10/23 21:21:58", 71.15, 72.95, 1
369000, 1445635319, "2015/10/23 21:21:59", 71.26, 72.95, 0
369999, 1445635320, "2015/10/23 21:22:0", 71.26, 72.95, 0
370999, 1445635321, "2015/10/23 21:22:1", 71.26, 72.95, 0
371999, 1445635322, "2015/10/23 21:22:2", 71.26, 72.95, 0
372999, 1445635323, "2015/10/23 21:22:3", 71.15, 72.95, 0
373999, 1445635324, "2015/10/23 21:22:4", 71.15, 72.95, 0
374999, 1445635325, "2015/10/23 21:22:5", 71.15, 72.95, 0
375999, 1445635326, "2015/10/23 21:22:6", 71.15, 72.84, 1
377000, 1445635327, "2015/10/23 21:22:7", 71.15, 72.84, 1
377999, 1445635328, "2015/10/23 21:22:8", 71.15, 72.84, 0
378999, 1445635329, "2015/10/23 21:22:9", 71.15, 72.84, 0
379998, 1445635330, "2015/10/23 21:22:10", 71.15, 72.84, 0
380999, 1445635331, "2015/10/23 21:22:11", 71.15, 72.84, 0
381999, 1445635332, "2015/10/23 21:22:12", 71.15, 72.84, 0
382999, 1445635333, "2015/10/23 21:22:13", 71.15, 72.84, 1
383998, 1445635334, "2015/10/23 21:22:14", 71.15, 72.84, 1
384999, 1445635335, "2015/10/23 21:22:15", 71.15, 72.84, 1
385999, 1445635336, "2015/10/23 21:22:16", 71.15, 72.84, 1
386999, 1445635337, "2015/10/23 21:22:17", 71.15, 72.84, 1
