millis,stamp,datetime,doorposition,temp,vcc
71999, 1445807989, "2015/10/25 21:19:49", -1000.00, -1000.00, 1
72999, 1445807990, "2015/10/25 21:19:50", -1000.00, -1000.00, 1
73999, 1445807991, "2015/10/25 21:19:51", -1000.00, -1000.00, 1
74999, 1445807992, "2015/10/25 21:19:52", -1000.00, -1000.00, 1
75999, 1445807993, "2015/10/25 21:19:53", -1000.00, -1000.00, 1
76999, 1445807994, "2015/10/25 21:19:54", -1000.00, -1000.00, 1
78000, 1445807995, "2015/10/25 21:19:55", -1000.00, -1000.00, 1
78999, 1445807996, "2015/10/25 21:19:56", -1000.00, -1000.00, 1
79998, 1445807997, "2015/10/25 21:19:57", -1000.00, -1000.00, 1
80999, 1445807998, "2015/10/25 21:19:58", -1000.00, -1000.00, 1
81999, 1445807999, "2015/10/25 21:19:59", -1000.00, -1000.00, 1
82999, 1445808000, "2015/10/25 21:20:0", -1000.00, -1000.00, 1
83998, 1445808001, "2015/10/25 21:20:1", -1000.00, -1000.00, 1
84999, 1445808002, "2015/10/25 21:20:2", -1000.00, -1000.00, 1
85999, 1445808003, "2015/10/25 21:20:3", -1000.00, -1000.00, 1
86999, 1445808004, "2015/10/25 21:20:4", -1000.00, -1000.00, 1
87999, 1445808005, "2015/10/25 21:20:5", -1000.00, -1000.00, 1
88999, 1445808006, "2015/10/25 21:20:6", -1000.00, -1000.00, 1
89999, 1445808007, "2015/10/25 21:20:7", -1000.00, -1000.00, 1
90999, 1445808008, "2015/10/25 21:20:8", -1000.00, -1000.00, 1
92000, 1445808009, "2015/10/25 21:20:9", -1000.00, -1000.00, 1
92999, 1445808010, "2015/10/25 21:20:10", -1000.00, -1000.00, 1
93999, 1445808011, "2015/10/25 21:20:11", -1000.00, -1000.00, 1
94999, 1445808012, "2015/10/25 21:20:12", -1000.00, -1000.00, 1
96000, 1445808013, "2015/10/25 21:20:13", -1000.00, -1000.00, 1
96999, 1445808014, "2015/10/25 21:20:14", -1000.00, -1000.00, 1
97999, 1445808015, "2015/10/25 21:20:15", -1000.00, -1000.00, 1
98999, 1445808016, "2015/10/25 21:20:16", -1000.00, -1000.00, 1
99999, 1445808017, "2015/10/25 21:20:17", -1000.00, -1000.00, 1
100999, 1445808018, "2015/10/25 21:20:18", -1000.00, -1000.00, 1
101999, 1445808019, "2015/10/25 21:20:19", -1000.00, -1000.00, 1
103000, 1445808020, "2015/10/25 21:20:20", -1000.00, -1000.00, 1
103999, 1445808021, "2015/10/25 21:20:21", -1000.00, -1000.00, 1
104999, 1445808022, "2015/10/25 21:20:22", -1000.00, -1000.00, 1
105999, 1445808023, "2015/10/25 21:20:23", -1000.00, -1000.00, 1
106999, 1445808024, "2015/10/25 21:20:24", -1000.00, -1000.00, 1
108000, 1445808025, "2015/10/25 21:20:25", -1000.00, -1000.00, 1
108999, 1445808026, "2015/10/25 21:20:26", -1000.00, -1000.00, 1
109999, 1445808027, "2015/10/25 21:20:27", -1000.00, -1000.00, 1
110999, 1445808028, "2015/10/25 21:20:28", -1000.00, -1000.00, 1
111998, 1445808029, "2015/10/25 21:20:29", -1000.00, -1000.00, 1
112999, 1445808030, "2015/10/25 21:20:30", -1000.00, -1000.00, 1
113999, 1445808031, "2015/10/25 21:20:31", -1000.00, -1000.00, 1
114999, 1445808032, "2015/10/25 21:20:32", -1000.00, -1000.00, 1
115999, 1445808033, "2015/10/25 21:20:33", -1000.00, -1000.00, 1
117000, 1445808034, "2015/10/25 21:20:34", -1000.00, -1000.00, 1
117999, 1445808035, "2015/10/25 21:20:35", -1000.00, -1000.00, 1
119000, 1445808036, "2015/10/25 21:20:36", -1000.00, -1000.00, 1
119999, 1445808037, "2015/10/25 21:20:37", -1000.00, -1000.00, 1
120999, 1445808038, "2015/10/25 21:20:38", -1000.00, -1000.00, 1
121999, 1445808039, "2015/10/25 21:20:39", -1000.00, -1000.00, 1
122998, 1445808040, "2015/10/25 21:20:40", -1000.00, -1000.00, 1
123999, 1445808041, "2015/10/25 21:20:41", -1000.00, -1000.00, 1
124999, 1445808042, "2015/10/25 21:20:42", -1000.00, -1000.00, 1
126000, 1445808043, "2015/10/25 21:20:43", -1000.00, -1000.00, 1
126999, 1445808044, "2015/10/25 21:20:44", -1000.00, -1000.00, 1
128000, 1445808045, "2015/10/25 21:20:45", -1000.00, -1000.00, 1
128999, 1445808046, "2015/10/25 21:20:46", -1000.00, -1000.00, 1
