millis,stamp,datetime,doorposition,temp,vcc
73999, 1445809137, "2015/10/25 21:38:57", 71.49, 44.26, 0
76000, 1445809139, "2015/10/25 21:38:59", 71.37, 44.26, 0
78000, 1445809141, "2015/10/25 21:39:1", 71.49, 44.26, 0
79998, 1445809143, "2015/10/25 21:39:3", 71.49, 44.26, 0
81998, 1445809145, "2015/10/25 21:39:5", 71.49, 44.38, 1
84000, 1445809147, "2015/10/25 21:39:7", 71.49, 44.26, 1
85999, 1445809149, "2015/10/25 21:39:9", 71.49, 44.26, 1
87999, 1445809151, "2015/10/25 21:39:11", 71.49, 44.26, 1
89999, 1445809153, "2015/10/25 21:39:13", 71.49, 44.26, 1
92000, 1445809155, "2015/10/25 21:39:15", 71.49, 44.26, 0
94000, 1445809157, "2015/10/25 21:39:17", 71.49, 44.26, 1
95998, 1445809159, "2015/10/25 21:39:19", 71.49, 44.26, 0
97998, 1445809161, "2015/10/25 21:39:21", 71.49, 44.26, 1
99999, 1445809163, "2015/10/25 21:39:23", 71.49, 44.26, 1
102000, 1445809165, "2015/10/25 21:39:25", 71.49, 44.26, 1
104000, 1445809167, "2015/10/25 21:39:27", 71.49, 44.26, 1
105999, 1445809169, "2015/10/25 21:39:29", 71.49, 44.26, 1
107999, 1445809171, "2015/10/25 21:39:31", 71.49, 44.26, 1
109999, 1445809173, "2015/10/25 21:39:33", 71.49, 44.26, 1
111998, 1445809175, "2015/10/25 21:39:35", 71.49, 44.26, 1
113998, 1445809177, "2015/10/25 21:39:37", 71.49, 44.26, 1
116000, 1445809179, "2015/10/25 21:39:39", 71.49, 44.26, 1
117998, 1445809181, "2015/10/25 21:39:41", 71.49, 44.26, 1
119999, 1445809183, "2015/10/25 21:39:43", 71.49, 44.26, 1
121999, 1445809185, "2015/10/25 21:39:45", 71.49, 44.26, 1
124000, 1445809187, "2015/10/25 21:39:47", 71.49, 44.26, 1
126000, 1445809189, "2015/10/25 21:39:49", 71.49, 44.26, 1
127998, 1445809191, "2015/10/25 21:39:51", 71.49, 44.26, 1
129998, 1445809193, "2015/10/25 21:39:53", 71.49, 44.26, 1
131999, 1445809195, "2015/10/25 21:39:55", 71.49, 44.38, 1
133999, 1445809197, "2015/10/25 21:39:57", 71.49, 44.26, 1
135999, 1445809199, "2015/10/25 21:39:59", -1000.00, -1000.00, 1
137999, 1445809201, "2015/10/25 21:40:1", -1000.00, -1000.00, 1
140000, 1445809203, "2015/10/25 21:40:3", -1000.00, -1000.00, 1
142000, 1445809205, "2015/10/25 21:40:5", -1000.00, -1000.00, 1
144000, 1445809207, "2015/10/25 21:40:7", -1000.00, -1000.00, 1
145998, 1445809209, "2015/10/25 21:40:9", -1000.00, -1000.00, 1
147998, 1445809211, "2015/10/25 21:40:11", -1000.00, -1000.00, 1
149999, 1445809213, "2015/10/25 21:40:13", -1000.00, -1000.00, 1
, -1000.00, -1000.00, 1
154000, 1445809217, "2015/10/25 21:40:17", -1000.00, -1000.00, 1
156000, 1445809219, "2015/10/25 21:40:19", -1000.00, -1000.00, 1
158000, 1445809221, "2015/10/25 21:40:21", -1000.00, -1000.00, 1
159998, 1445809223, "2015/10/25 21:40:23", -1000.00, -1000.00, 1
161998, 1445809225, "2015/10/25 21:40:25", -1000.00, -1000.00, 1
163998, 1445809227, "2015/10/25 21:40:27", -1000.00, -1000.00, 1
165999, 1445809229, "2015/10/25 21:40:29", -1000.00, -1000.00, 1
167999, 1445809231, "2015/10/25 21:40:31", -1000.00, -1000.00, 1
169999, 1445809233, "2015/10/25 21:40:33", -1000.00, -1000.00, 1
172000, 1445809235, "2015/10/25 21:40:35", -1000.00, -1000.00, 1
174000, 1445809237, "2015/10/25 21:40:37", -1000.00, -1000.00, 1
176000, 1445809239, "2015/10/25 21:40:39", -1000.00, -1000.00, 1
177999, 1445809241, "2015/10/25 21:40:41", -1000.00, -1000.00, 1
179999, 1445809243, "2015/10/25 21:40:43", -1000.00, -1000.00, 1
182000, 1445809245, "2015/10/25 21:40:45", -1000.00, -1000.00, 1
184000, 1445809247, "2015/10/25 21:40:47", -1000.00, -1000.00, 1
186000, 1445809249, "2015/10/25 21:40:49", -1000.00, -1000.00, 1
188000, 1445809251, "2015/10/25 21:40:51", -1000.00, -1000.00, 1
190000, 1445809253, "2015/10/25 21:40:53", -1000.00, -1000.00, 1
192000, 1445809255, "2015/10/25 21:40:55", -1000.00, -1000.00, 1
193999, 1445809257, "2015/10/25 21:40:57", 71.49, 44.26, 1
196000, 1445809259, "2015/10/25 21:40:59", 71.49, 44.26, 1
197999, 1445809261, "2015/10/25 21:41:1", 71.49, 44.38, 1
199999, 1445809263, "2015/10/25 21:41:3", 71.49, 44.26, 1
201999, 1445809265, "2015/10/25 21:41:5", 71.49, 44.26, 1
204000, 1445809267, "2015/10/25 21:41:7", 71.49, 44.26, 1
205999, 1445809269, "2015/10/25 21:41:9", 71.49, 44.38, 1
207998, 1445809271, "2015/10/25 21:41:11", 71.49, 44.26, 1
209998, 1445809273, "2015/10/25 21:41:13", 71.49, 44.38, 1
211999, 1445809275, "2015/10/25 21:41:15", 71.49, 44.38, 1
213999, 1445809277, "2015/10/25 21:41:17", 71.49, 44.26, 1
215999, 1445809279, "2015/10/25 21:41:19", 71.49, 44.38, 1
217999, 1445809281, "2015/10/25 21:41:21", 71.60, 44.38, 1
219999, 1445809283, "2015/10/25 21:41:23", 71.60, 44.26, 1
221999, 1445809285, "2015/10/25 21:41:25", 71.49, 44.38, 1
223998, 1445809287, "2015/10/25 21:41:27", 71.60, 44.38, 1
225998, 1445809289, "2015/10/25 21:41:29", 71.60, 44.38, 1
227999, 1445809291, "2015/10/25 21:41:31", 71.60, 44.38, 1
229999, 1445809293, "2015/10/25 21:41:33", 71.60, 44.38, 1
231999, 1445809295, "2015/10/25 21:41:35", 71.60, 44.38, 1
234000, 1445809297, "2015/10/25 21:41:37", 71.60, 44.38, 1
236000, 1445809299, "2015/10/25 21:41:39", 71.60, 44.38, 1
237999, 1445809301, "2015/10/25 21:41:41", 71.60, 44.38, 1
239998, 1445809303, "2015/10/25 21:41:43", 71.60, 44.38, 1
241998, 1445809305, "2015/10/25 21:41:45", 71.60, 44.38, 1
243999, 1445809307, "2015/10/25 21:41:47", 71.60, 44.38, 1
245999, 1445809309, "2015/10/25 21:41:49", 71.60, 44.38, 1
247999, 1445809311, "2015/10/25 21:41:51", 71.60, 44.38, 1
250000, 1445809313, "2015/10/25 21:41:53", 71.60, 44.38, 1
252000, 1445809315, "2015/10/25 21:41:55", 71.60, 44.38, 1
253999, 1445809317, "2015/10/25 21:41:57", 71.60, 44.38, 1
255998, 1445809319, "2015/10/25 21:41:59", 71.60, 44.38, 1
257998, 1445809321, "2015/10/25 21:42:1", 71.60, 44.38, 1
259999, 1445809323, "2015/10/25 21:42:3", 71.60, 44.38, 1
262000, 1445809325, "2015/10/25 21:42:5", 71.60, 44.38, 1
263999, 1445809327, "2015/10/25 21:42:7", 71.60, 44.38, 1
265999, 1445809329, "2015/10/25 21:42:9", 71.60, 44.38, 1
267999, 1445809331, "2015/10/25 21:42:11", 71.60, 44.38, 1
269999, 1445809333, "2015/10/25 21:42:13", 71.60, 44.38, 1
272000, 1445809335, "2015/10/25 21:42:15", 71.60, 44.38, 1
273999, 1445809337, "2015/10/25 21:42:17", 71.60, 44.38, 1
275999, 1445809339, "2015/10/25 21:42:19", 71.49, 44.38, 1
277999, 1445809341, "2015/10/25 21:42:21", 71.60, 44.38, 1
279999, 1445809343, "2015/10/25 21:42:23", 71.60, 44.38, 1
281999, 1445809345, "2015/10/25 21:42:25", 71.60, 44.38, 1
283999, 1445809347, "2015/10/25 21:42:27", 71.60, 44.38, 1
285999, 1445809349, "2015/10/25 21:42:29", 71.60, 44.38, 1
287998, 1445809351, "2015/10/25 21:42:31", 71.60, 44.38, 1
289999, 1445809353, "2015/10/25 21:42:33", 71.60, 44.38, 1
291999, 1445809355, "2015/10/25 21:42:35", 71.60, 44.38, 1
293999, 1445809357, "2015/10/25 21:42:37", 71.60, 44.38, 1
295999, 1445809359, "2015/10/25 21:42:39", 71.60, 44.49, 1
297999, 1445809361, "2015/10/25 21:42:41", 71.49, 44.38, 1
299999, 1445809363, "2015/10/25 21:42:43", 71.60, 44.38, 1
301999, 1445809365, "2015/10/25 21:42:45", 71.60, 44.38, 1
303998, 1445809367, "2015/10/25 21:42:47", 71.49, 44.38, 1
305998, 1445809369, "2015/10/25 21:42:49", 71.60, 44.38, 1
307999, 1445809371, "2015/10/25 21:42:51", 71.49, 44.38, 1
309999, 1445809373, "2015/10/25 21:42:53", 71.49, 44.49, 1
311999, 1445809375, "2015/10/25 21:42:55", 71.60, 44.49, 1
313999, 1445809377, "2015/10/25 21:42:57", 71.60, 44.38, 1
315999, 1445809379, "2015/10/25 21:42:59", 71.60, 44.38, 1
317999, 1445809381, "2015/10/25 21:43:1", 71.49, 44.38, 1
319998, 1445809383, "2015/10/25 21:43:3", 71.60, 44.49, 1
321999, 1445809385, "2015/10/25 21:43:5", 71.60, 44.49, 1
323999, 1445809387, "2015/10/25 21:43:7", 71.60, 44.38, 1
325999, 1445809389, "2015/10/25 21:43:9", 71.49, 44.49, 1
327999, 1445809391, "2015/10/25 21:43:11", 71.49, 44.38, 1
330000, 1445809393, "2015/10/25 21:43:13", 71.49, 44.49, 1
332000, 1445809395, "2015/10/25 21:43:15", 71.60, 44.38, 1
334000, 1445809397, "2015/10/25 21:43:17", 71.60, 44.38, 1
335998, 1445809399, "2015/10/25 21:43:19", 71.49, 44.49, 1
337998, 1445809401, "2015/10/25 21:43:21", 71.60, 44.49, 1
339999, 1445809403, "2015/10/25 21:43:23", 71.60, 44.49, 1
341999, 1445809405, "2015/10/25 21:43:25", 71.60, 44.49, 1
343999, 1445809407, "2015/10/25 21:43:27", 71.60, 44.49, 1
345999, 1445809409, "2015/10/25 21:43:29", 71.60, 44.49, 1
347999, 1445809411, "2015/10/25 21:43:31", 71.49, 44.49, 1
349999, 1445809413, "2015/10/25 21:43:33", 71.49, 44.49, 1
352000, 1445809415, "2015/10/25 21:43:35", 71.49, 44.49, 1
353999, 1445809417, "2015/10/25 21:43:37", 71.49, 44.49, 1
355999, 1445809419, "2015/10/25 21:43:39", 71.49, 44.49, 1
357999, 1445809421, "2015/10/25 21:43:41", 71.49, 44.49, 1
359999, 1445809423, "2015/10/25 21:43:43", 71.49, 44.49, 1
361999, 1445809425, "2015/10/25 21:43:45", 71.60, 44.49, 1
364000, 1445809427, "2015/10/25 21:43:47", 71.49, 44.49, 1
366000, 1445809429, "2015/10/25 21:43:49", 71.49, 44.49, 1
367998, 1445809431, "2015/10/25 21:43:51", 71.49, 44.49, 1
369998, 1445809433, "2015/10/25 21:43:53", 71.49, 44.49, 1
371999, 1445809435, "2015/10/25 21:43:55", 71.60, 44.49, 1
373999, 1445809437, "2015/10/25 21:43:57", 71.60, 44.49, 1
376000, 1445809439, "2015/10/25 21:43:59", 71.49, 44.49, 1
378000, 1445809441, "2015/10/25 21:44:1", 71.49, 44.49, 1
379999, 1445809443, "2015/10/25 21:44:3", 71.49, 44.49, 1
381999, 1445809445, "2015/10/25 21:44:5", 71.49, 44.49, 1
383998, 1445809447, "2015/10/25 21:44:7", 71.49, 44.49, 1
385998, 1445809449, "2015/10/25 21:44:9", 71.49, 44.49, 1
388000, 1445809451, "2015/10/25 21:44:11", 71.49, 44.49, 1
