1.4462e+09,44.94,73.96,0
1.4462e+09,45.05,74.19,1
1.4462e+09,44.94,74.07,1
1.4462e+09,44.83,74.3,1
1.4462e+09,44.6,74.19,1
1.4462e+09,44.49,74.3,1
1.4462e+09,44.38,74.41,1
1.4462e+09,44.15,74.41,1
1.4462e+09,44.04,74.19,1
1.4462e+09,43.93,74.3,1
1.4462e+09,43.7,73.85,1
1.4462e+09,43.59,73.96,1
1.4462e+09,43.36,73.85,1
1.4462e+09,43.25,74.07,1
1.4462e+09,43.14,74.19,1
1.4462e+09,43.03,74.19,1
1.4462e+09,42.91,74.41,1
1.4462e+09,42.8,74.3,1
1.4462e+09,42.69,74.3,1
1.4462e+09,42.69,74.3,1
1.4462e+09,42.46,74.3,1
1.4462e+09,42.35,74.3,1
1.4462e+09,42.24,74.41,1
1.4462e+09,42.24,74.52,1
1.4462e+09,42.13,74.64,1
1.4462e+09,42.01,74.64,1
1.4462e+09,41.9,74.64,1
1.4462e+09,41.79,74.41,1
1.4462e+09,41.79,74.3,1
1.4462e+09,41.68,74.41,1
1.4462e+09,41.68,74.41,1
1.4462e+09,41.56,74.3,1
1.4462e+09,41.45,74.3,1
1.4462e+09,41.34,74.19,1
1.4462e+09,41.22,74.19,1
1.4462e+09,41.34,74.19,1
1.4462e+09,41.11,74.19,0
1.4462e+09,41.11,74.19,0
1.4462e+09,41.11,73.96,0
1.4462e+09,41.22,73.96,0
1.4462e+09,41.34,73.96,1
1.4462e+09,41.22,73.96,1
1.4462e+09,41,73.96,1
1.4462e+09,40.89,73.96,1
1.4462e+09,40.78,73.96,1
1.4463e+09,40.66,73.96,1
1.4463e+09,40.66,73.85,1
1.4463e+09,40.55,73.96,1
1.4463e+09,40.44,73.85,1
1.4463e+09,40.33,73.96,1
1.4463e+09,40.33,73.96,1
1.4463e+09,40.21,73.85,1
1.4463e+09,40.33,73.85,1
1.4463e+09,40.21,73.85,1
1.4463e+09,40.44,73.85,1
1.4463e+09,40.21,73.74,1
1.4463e+09,40.1,73.74,1
1.4463e+09,40.1,73.74,1
1.4463e+09,39.99,73.74,1
1.4463e+09,39.88,73.74,1
1.4463e+09,39.76,73.74,1
1.4463e+09,39.65,73.62,0
1.4463e+09,39.65,73.4,0
1.4463e+09,39.88,73.29,0
1.4463e+09,40.33,73.29,0
1.4463e+09,40.55,73.18,0
1.4463e+09,40.78,72.95,0
1.4463e+09,41.11,72.84,0
1.4463e+09,41.22,72.61,0
1.4463e+09,41.56,72.5,0
1.4463e+09,41.68,72.5,0
1.4463e+09,41.9,72.27,0
1.4463e+09,42.01,72.27,0
1.4463e+09,42.24,72.16,0
1.4463e+09,42.35,72.05,0
1.4463e+09,42.46,72.05,0
1.4463e+09,42.69,72.05,0
1.4463e+09,42.8,72.05,0
1.4463e+09,42.91,72.05,0
1.4463e+09,43.03,72.05,0
1.4463e+09,43.25,72.05,0
1.4463e+09,43.36,71.94,0
1.4463e+09,43.47,71.94,0
1.4463e+09,43.59,71.94,0
1.4463e+09,43.7,71.82,0
1.4463e+09,43.81,71.82,0
1.4463e+09,44.04,71.71,0
1.4463e+09,44.04,72.05,0
1.4463e+09,44.04,72.27,1
1.4463e+09,43.93,72.5,1
1.4463e+09,43.93,72.61,1
1.4463e+09,43.81,72.72,1
1.4463e+09,43.81,72.72,1
1.4463e+09,43.59,72.84,1
1.4463e+09,43.47,72.84,1
